image,split,ty,tx,luma_std,entropy,kept,luma_mean
182845317_K47863_F1A04-703_1_22.jpg,train,1,4,4.08,4.0,0,37.12
182845317_K47863_F1A04-703_1_22.jpg,train,2,0,23.89,5.364,1,50.76
182845317_K47863_F1A04-703_1_22.jpg,train,2,1,27.68,5.445,1,52.66
182845317_K47863_F1A04-703_1_22.jpg,train,2,2,34.35,5.728,1,59.32
182845317_K47863_F1A04-703_1_22.jpg,train,2,3,27.9,5.47,1,55.25
182845317_K47863_F1A04-703_1_22.jpg,train,2,4,8.9,4.511,1,39.44
182845317_K47863_F1A04-703_1_22.jpg,train,3,0,9.02,4.347,1,36.35
182845317_K47863_F1A04-703_1_22.jpg,train,3,1,14.54,4.426,1,38.1
182845317_K47863_F1A04-703_1_22.jpg,train,3,2,14.4,4.826,1,41.27
182845317_K47863_F1A04-703_1_22.jpg,train,3,3,23.13,5.336,1,47.84
182845317_K47863_F1A04-703_1_22.jpg,train,3,4,17.83,4.622,1,40.87
182845317_K47863_F1A04-703_1_22.jpg,train,4,0,1.71,2.807,0,30.16
182845317_K47863_F1A04-703_1_22.jpg,train,4,1,1.3,2.421,0,31.69
182845317_K47863_F1A04-703_1_22.jpg,train,4,2,5.3,3.148,0,33.85
182845317_K47863_F1A04-703_1_22.jpg,train,4,3,27.37,3.729,1,39.86
182845317_K47863_F1A04-703_1_22.jpg,train,4,4,5.59,3.269,0,34.83
165322460_K52851_F1A04-979a_1_22.jpg,train,0,0,6.32,4.424,0,38.75
165322460_K52851_F1A04-979a_1_22.jpg,train,0,1,5.39,4.136,0,37.19
165322460_K52851_F1A04-979a_1_22.jpg,train,0,2,3.78,3.769,0,36.41
165322460_K52851_F1A04-979a_1_22.jpg,train,0,3,3.07,3.6,0,33.78
165322460_K52851_F1A04-979a_1_22.jpg,train,0,4,2.09,3.027,0,29.78
165322460_K52851_F1A04-979a_1_22.jpg,train,1,0,8.91,4.827,1,53.22
165322460_K52851_F1A04-979a_1_22.jpg,train,1,1,21.19,4.976,1,52.08
165322460_K52851_F1A04-979a_1_22.jpg,train,1,2,17.34,4.849,1,48.23
165322460_K52851_F1A04-979a_1_22.jpg,train,1,3,6.83,4.582,0,42.65
165322460_K52851_F1A04-979a_1_22.jpg,train,1,4,4.48,3.804,0,34.27
165322460_K52851_F1A04-979a_1_22.jpg,train,2,0,10.4,5.033,1,45.8
165322460_K52851_F1A04-979a_1_22.jpg,train,2,1,26.89,5.403,1,49.82
165322460_K52851_F1A04-979a_1_22.jpg,train,2,2,32.94,5.927,1,56.79
165322460_K52851_F1A04-979a_1_22.jpg,train,2,3,21.84,5.412,1,52.1
165322460_K52851_F1A04-979a_1_22.jpg,train,2,4,7.72,4.385,0,38.26
165322460_K52851_F1A04-979a_1_22.jpg,train,3,0,3.12,3.49,0,32.63
165322460_K52851_F1A04-979a_1_22.jpg,train,3,1,3.29,3.545,0,33.16
165322460_K52851_F1A04-979a_1_22.jpg,train,3,2,4.33,3.744,0,34.71
165322460_K52851_F1A04-979a_1_22.jpg,train,3,3,19.22,4.927,1,42.77
165322460_K52851_F1A04-979a_1_22.jpg,train,3,4,20.15,4.647,1,40.58
165322460_K52851_F1A04-979a_1_22.jpg,train,4,0,1.64,2.762,0,29.82
165322460_K52851_F1A04-979a_1_22.jpg,train,4,1,1.38,2.508,0,31.27
165322460_K52851_F1A04-979a_1_22.jpg,train,4,2,1.32,2.443,0,31.97
165322460_K52851_F1A04-979a_1_22.jpg,train,4,3,3.16,2.603,0,33.05
165322460_K52851_F1A04-979a_1_22.jpg,train,4,4,17.13,3.45,1,35.88
164229091_K37250_F1A04-149_1_22.jpg,train,0,0,8.77,5.063,1,52.29
164229091_K37250_F1A04-149_1_22.jpg,train,0,1,7.41,4.815,0,52.06
164229091_K37250_F1A04-149_1_22.jpg,train,0,2,7.73,4.79,0,53.17
164229091_K37250_F1A04-149_1_22.jpg,train,0,3,7.28,4.837,0,48.03
164229091_K37250_F1A04-149_1_22.jpg,train,0,4,5.27,4.265,0,38.0
164229091_K37250_F1A04-149_1_22.jpg,train,1,0,15.45,5.392,1,69.24
164229091_K37250_F1A04-149_1_22.jpg,train,1,1,19.98,5.452,1,69.69
164229091_K37250_F1A04-149_1_22.jpg,train,1,2,15.78,5.138,1,71.44
164229091_K37250_F1A04-149_1_22.jpg,train,1,3,8.73,5.108,1,62.45
164229091_K37250_F1A04-149_1_22.jpg,train,1,4,6.49,4.675,0,45.68
164229091_K37250_F1A04-149_1_22.jpg,train,2,0,16.83,5.354,1,63.1
164229091_K37250_F1A04-149_1_22.jpg,train,2,1,20.77,5.626,1,68.02
164229091_K37250_F1A04-149_1_22.jpg,train,2,2,21.9,5.82,1,77.42
164229091_K37250_F1A04-149_1_22.jpg,train,2,3,21.76,6.034,1,70.4
164229091_K37250_F1A04-149_1_22.jpg,train,2,4,7.67,4.581,0,45.23
164229091_K37250_F1A04-149_1_22.jpg,train,3,0,8.1,4.788,1,41.58
164229091_K37250_F1A04-149_1_22.jpg,train,3,1,9.01,4.963,1,43.62
164229091_K37250_F1A04-149_1_22.jpg,train,3,2,19.23,5.579,1,52.11
164229091_K37250_F1A04-149_1_22.jpg,train,3,3,26.69,5.877,1,59.03
164229091_K37250_F1A04-149_1_22.jpg,train,3,4,24.33,4.744,1,47.2
164229091_K37250_F1A04-149_1_22.jpg,train,4,0,1.94,2.993,0,31.64
164229091_K37250_F1A04-149_1_22.jpg,train,4,1,1.48,2.564,0,33.31
164229091_K37250_F1A04-149_1_22.jpg,train,4,2,2.4,3.182,0,34.97
164229091_K37250_F1A04-149_1_22.jpg,train,4,3,3.78,3.402,0,37.07
164229091_K37250_F1A04-149_1_22.jpg,train,4,4,5.03,3.633,0,37.19
164932845_K48963_F1A04-759_1_22.jpg,train,0,0,4.16,4.033,0,38.03
164932845_K48963_F1A04-759_1_22.jpg,train,0,1,3.94,3.966,0,37.42
164932845_K48963_F1A04-759_1_22.jpg,train,0,2,3.5,3.746,0,37.41
164932845_K48963_F1A04-759_1_22.jpg,train,0,3,3.35,3.691,0,34.92
164932845_K48963_F1A04-759_1_22.jpg,train,0,4,2.55,3.248,0,30.84
164932845_K48963_F1A04-759_1_22.jpg,train,1,0,10.6,4.446,1,48.08
164932845_K48963_F1A04-759_1_22.jpg,train,1,1,21.38,4.801,1,49.11
164932845_K48963_F1A04-759_1_22.jpg,train,1,2,20.91,4.322,1,46.89
164932845_K48963_F1A04-759_1_22.jpg,train,1,3,4.49,4.109,0,41.87
164932845_K48963_F1A04-759_1_22.jpg,train,1,4,3.27,3.677,0,34.81
164932845_K48963_F1A04-759_1_22.jpg,train,2,0,11.34,4.685,1,46.6
164932845_K48963_F1A04-759_1_22.jpg,train,2,1,28.94,5.422,1,52.29
164932845_K48963_F1A04-759_1_22.jpg,train,2,2,36.8,5.852,1,59.5
164932845_K48963_F1A04-759_1_22.jpg,train,2,3,27.0,5.48,1,52.54
164932845_K48963_F1A04-759_1_22.jpg,train,2,4,8.49,4.252,1,37.46
164932845_K48963_F1A04-759_1_22.jpg,train,3,0,3.8,3.68,0,33.67
164932845_K48963_F1A04-759_1_22.jpg,train,3,1,3.83,3.614,0,34.01
164932845_K48963_F1A04-759_1_22.jpg,train,3,2,4.72,3.976,0,35.97
164932845_K48963_F1A04-759_1_22.jpg,train,3,3,19.29,4.997,1,43.95
164932845_K48963_F1A04-759_1_22.jpg,train,3,4,26.81,4.763,1,42.48
164932845_K48963_F1A04-759_1_22.jpg,train,4,0,1.66,2.772,0,30.39
164932845_K48963_F1A04-759_1_22.jpg,train,4,1,1.37,2.495,0,31.86
164932845_K48963_F1A04-759_1_22.jpg,train,4,2,1.32,2.442,0,32.52
164932845_K48963_F1A04-759_1_22.jpg,train,4,3,2.47,2.535,0,33.43
164932845_K48963_F1A04-759_1_22.jpg,train,4,4,24.26,3.489,1,37.66
165204862_K50652_F1A04-861_1_22.jpg,train,0,0,10.46,5.242,1,48.56
165204862_K50652_F1A04-861_1_22.jpg,train,0,1,8.3,4.903,1,47.19
165204862_K50652_F1A04-861_1_22.jpg,train,0,2,5.97,4.437,0,46.63
165204862_K50652_F1A04-861_1_22.jpg,train,0,3,5.45,4.377,0,42.16
165204862_K50652_F1A04-861_1_22.jpg,train,0,4,3.75,3.873,0,35.46
165204862_K50652_F1A04-861_1_22.jpg,train,1,0,13.63,5.454,1,71.94
165204862_K50652_F1A04-861_1_22.jpg,train,1,1,12.96,5.427,1,66.31
165204862_K50652_F1A04-861_1_22.jpg,train,1,2,11.0,5.135,1,65.75
165204862_K50652_F1A04-861_1_22.jpg,train,1,3,10.62,5.306,1,55.95
165204862_K50652_F1A04-861_1_22.jpg,train,1,4,5.27,4.273,0,41.26
165204862_K50652_F1A04-861_1_22.jpg,train,2,0,13.76,5.669,1,63.33
165204862_K50652_F1A04-861_1_22.jpg,train,2,1,24.23,5.864,1,61.6
165204862_K50652_F1A04-861_1_22.jpg,train,2,2,30.83,6.108,1,67.89
165204862_K50652_F1A04-861_1_22.jpg,train,2,3,21.43,5.853,1,60.84
165204862_K50652_F1A04-861_1_22.jpg,train,2,4,7.76,4.773,0,43.13
165204862_K50652_F1A04-861_1_22.jpg,train,3,0,6.57,4.404,0,37.76
165204862_K50652_F1A04-861_1_22.jpg,train,3,1,12.44,4.395,1,38.68
165204862_K50652_F1A04-861_1_22.jpg,train,3,2,15.68,4.761,1,42.07
165204862_K50652_F1A04-861_1_22.jpg,train,3,3,20.25,4.951,1,45.56
165204862_K50652_F1A04-861_1_22.jpg,train,3,4,10.64,4.374,1,39.43
165204862_K50652_F1A04-861_1_22.jpg,train,4,0,1.71,2.803,0,30.89
165204862_K50652_F1A04-861_1_22.jpg,train,4,1,1.27,2.382,0,32.29
165204862_K50652_F1A04-861_1_22.jpg,train,4,2,1.45,2.545,0,33.34
165204862_K50652_F1A04-861_1_22.jpg,train,4,3,2.42,2.796,0,35.1
165204862_K50652_F1A04-861_1_22.jpg,train,4,4,3.9,3.181,0,35.57
165214583_K50857_F1A04-875_1_22.jpg,train,0,0,5.9,4.253,0,36.68
165214583_K50857_F1A04-875_1_22.jpg,train,0,1,4.36,4.033,0,36.31
165214583_K50857_F1A04-875_1_22.jpg,train,0,2,3.14,3.596,0,35.95
165214583_K50857_F1A04-875_1_22.jpg,train,0,3,2.98,3.427,0,33.0
165214583_K50857_F1A04-875_1_22.jpg,train,0,4,2.14,3.084,0,30.9
165214583_K50857_F1A04-875_1_22.jpg,train,1,0,8.12,4.883,1,52.6
165214583_K50857_F1A04-875_1_22.jpg,train,1,1,15.21,5.075,1,49.11
165214583_K50857_F1A04-875_1_22.jpg,train,1,2,8.59,4.69,1,46.9
165214583_K50857_F1A04-875_1_22.jpg,train,1,3,6.11,4.51,0,41.98
165214583_K50857_F1A04-875_1_22.jpg,train,1,4,3.64,3.793,0,35.58
165214583_K50857_F1A04-875_1_22.jpg,train,2,0,8.9,4.961,1,47.66
165214583_K50857_F1A04-875_1_22.jpg,train,2,1,24.46,5.274,1,50.32
165214583_K50857_F1A04-875_1_22.jpg,train,2,2,30.07,5.83,1,57.45
165214583_K50857_F1A04-875_1_22.jpg,train,2,3,21.8,5.222,1,50.03
165214583_K50857_F1A04-875_1_22.jpg,train,2,4,5.97,3.944,0,37.46
165214583_K50857_F1A04-875_1_22.jpg,train,3,0,3.69,3.8,0,34.56
165214583_K50857_F1A04-875_1_22.jpg,train,3,1,4.3,3.916,0,35.3
165214583_K50857_F1A04-875_1_22.jpg,train,3,2,7.56,4.178,0,37.68
165214583_K50857_F1A04-875_1_22.jpg,train,3,3,20.73,4.536,1,41.4
165214583_K50857_F1A04-875_1_22.jpg,train,3,4,11.49,4.106,1,37.03
165214583_K50857_F1A04-875_1_22.jpg,train,4,0,1.66,2.772,0,30.47
165214583_K50857_F1A04-875_1_22.jpg,train,4,1,1.33,2.459,0,31.86
165214583_K50857_F1A04-875_1_22.jpg,train,4,2,1.46,2.579,0,32.89
165214583_K50857_F1A04-875_1_22.jpg,train,4,3,1.84,2.522,0,33.66
165214583_K50857_F1A04-875_1_22.jpg,train,4,4,4.32,3.083,0,33.98
164612011_K45264_F1A04-569a_1_22.jpg,train,0,0,6.2,4.632,0,41.45
164612011_K45264_F1A04-569a_1_22.jpg,train,0,1,4.99,4.301,0,41.09
164612011_K45264_F1A04-569a_1_22.jpg,train,0,2,4.36,4.05,0,39.47
164612011_K45264_F1A04-569a_1_22.jpg,train,0,3,3.5,3.809,0,35.55
164612011_K45264_F1A04-569a_1_22.jpg,train,0,4,2.77,3.449,0,32.41
164612011_K45264_F1A04-569a_1_22.jpg,train,1,0,8.64,4.545,1,55.46
164612011_K45264_F1A04-569a_1_22.jpg,train,1,1,18.35,5.001,1,55.05
164612011_K45264_F1A04-569a_1_22.jpg,train,1,2,10.57,4.968,1,53.54
164612011_K45264_F1A04-569a_1_22.jpg,train,1,3,8.44,4.789,1,46.93
164612011_K45264_F1A04-569a_1_22.jpg,train,1,4,3.58,3.818,0,37.99
164612011_K45264_F1A04-569a_1_22.jpg,train,2,0,9.84,4.942,1,52.98
164612011_K45264_F1A04-569a_1_22.jpg,train,2,1,26.1,5.546,1,57.25
164612011_K45264_F1A04-569a_1_22.jpg,train,2,2,30.92,5.948,1,64.18
164612011_K45264_F1A04-569a_1_22.jpg,train,2,3,25.66,5.539,1,55.58
164612011_K45264_F1A04-569a_1_22.jpg,train,2,4,5.91,4.23,0,38.89
164612011_K45264_F1A04-569a_1_22.jpg,train,3,0,5.2,4.118,0,35.65
164612011_K45264_F1A04-569a_1_22.jpg,train,3,1,5.86,4.188,0,36.64
164612011_K45264_F1A04-569a_1_22.jpg,train,3,2,8.98,4.721,1,40.77
164612011_K45264_F1A04-569a_1_22.jpg,train,3,3,21.61,5.262,1,46.91
164612011_K45264_F1A04-569a_1_22.jpg,train,3,4,27.29,4.619,1,42.33
164612011_K45264_F1A04-569a_1_22.jpg,train,4,0,1.71,2.807,0,30.38
164612011_K45264_F1A04-569a_1_22.jpg,train,4,1,1.28,2.399,0,31.88
164612011_K45264_F1A04-569a_1_22.jpg,train,4,2,1.41,2.526,0,32.85
164612011_K45264_F1A04-569a_1_22.jpg,train,4,3,3.77,2.844,0,34.64
164612011_K45264_F1A04-569a_1_22.jpg,train,4,4,30.33,3.671,1,40.19
165435736_K55421_F1A05-061_1_22.jpg,train,0,0,5.54,4.264,0,36.87
165435736_K55421_F1A05-061_1_22.jpg,train,0,1,3.14,3.62,0,35.19
165435736_K55421_F1A05-061_1_22.jpg,train,0,2,3.21,3.514,0,36.06
165435736_K55421_F1A05-061_1_22.jpg,train,0,3,3.84,3.687,0,33.93
165435736_K55421_F1A05-061_1_22.jpg,train,0,4,2.35,3.121,0,30.01
165435736_K55421_F1A05-061_1_22.jpg,train,1,0,30.38,5.408,1,53.64
165435736_K55421_F1A05-061_1_22.jpg,train,1,1,28.68,5.051,1,48.95
165435736_K55421_F1A05-061_1_22.jpg,train,1,2,16.38,4.461,1,44.95
165435736_K55421_F1A05-061_1_22.jpg,train,1,3,5.75,4.181,0,41.03
165435736_K55421_F1A05-061_1_22.jpg,train,1,4,4.07,3.904,0,34.3
165435736_K55421_F1A05-061_1_22.jpg,train,2,0,28.46,5.157,1,50.52
165435736_K55421_F1A05-061_1_22.jpg,train,2,1,29.62,5.123,1,50.02
165435736_K55421_F1A05-061_1_22.jpg,train,2,2,34.04,5.767,1,57.93
165435736_K55421_F1A05-061_1_22.jpg,train,2,3,27.51,5.508,1,54.19
165435736_K55421_F1A05-061_1_22.jpg,train,2,4,6.16,4.259,0,36.92
165435736_K55421_F1A05-061_1_22.jpg,train,3,0,11.57,4.129,1,35.21
165435736_K55421_F1A05-061_1_22.jpg,train,3,1,17.13,4.291,1,37.56
165435736_K55421_F1A05-061_1_22.jpg,train,3,2,28.56,5.289,1,47.12
165435736_K55421_F1A05-061_1_22.jpg,train,3,3,34.83,5.779,1,55.33
165435736_K55421_F1A05-061_1_22.jpg,train,3,4,36.38,4.511,1,44.19
165435736_K55421_F1A05-061_1_22.jpg,train,4,0,1.68,2.79,0,30.03
165435736_K55421_F1A05-061_1_22.jpg,train,4,1,1.47,2.505,0,31.63
165435736_K55421_F1A05-061_1_22.jpg,train,4,2,8.63,3.388,1,34.65
165435736_K55421_F1A05-061_1_22.jpg,train,4,3,29.22,3.706,1,40.66
165435736_K55421_F1A05-061_1_22.jpg,train,4,4,15.44,3.797,1,36.63
165553660_K57801_F1A05-189_1_22.jpg,train,0,0,3.9,3.932,0,35.63
165553660_K57801_F1A05-189_1_22.jpg,train,0,1,2.92,3.459,0,35.63
165553660_K57801_F1A05-189_1_22.jpg,train,0,2,2.1,3.039,0,35.51
165553660_K57801_F1A05-189_1_22.jpg,train,0,3,2.51,2.987,0,33.53
165553660_K57801_F1A05-189_1_22.jpg,train,0,4,1.8,2.872,0,30.85
165553660_K57801_F1A05-189_1_22.jpg,train,1,0,28.04,5.116,1,49.6
165553660_K57801_F1A05-189_1_22.jpg,train,1,1,32.57,5.12,1,49.77
165553660_K57801_F1A05-189_1_22.jpg,train,1,2,28.78,4.692,1,45.92
165553660_K57801_F1A05-189_1_22.jpg,train,1,3,10.13,4.004,1,38.24
165553660_K57801_F1A05-189_1_22.jpg,train,1,4,2.58,3.193,0,32.7
165553660_K57801_F1A05-189_1_22.jpg,train,2,0,26.78,4.946,1,46.09
165553660_K57801_F1A05-189_1_22.jpg,train,2,1,32.6,5.314,1,50.12
165553660_K57801_F1A05-189_1_22.jpg,train,2,2,33.86,5.837,1,55.14
165553660_K57801_F1A05-189_1_22.jpg,train,2,3,30.33,5.458,1,50.8
165553660_K57801_F1A05-189_1_22.jpg,train,2,4,11.88,4.18,1,37.15
165553660_K57801_F1A05-189_1_22.jpg,train,3,0,2.64,3.222,0,32.49
165553660_K57801_F1A05-189_1_22.jpg,train,3,1,2.88,3.298,0,33.06
165553660_K57801_F1A05-189_1_22.jpg,train,3,2,4.8,3.808,0,35.1
165553660_K57801_F1A05-189_1_22.jpg,train,3,3,20.84,4.719,1,42.22
165553660_K57801_F1A05-189_1_22.jpg,train,3,4,13.63,4.564,1,39.31
165553660_K57801_F1A05-189_1_22.jpg,train,4,0,1.66,2.771,0,30.33
165553660_K57801_F1A05-189_1_22.jpg,train,4,1,1.35,2.472,0,31.82
165553660_K57801_F1A05-189_1_22.jpg,train,4,2,1.31,2.428,0,32.44
165553660_K57801_F1A05-189_1_22.jpg,train,4,3,1.33,2.433,0,33.07
165553660_K57801_F1A05-189_1_22.jpg,train,4,4,4.1,2.995,0,33.57
165540649_K57359_F1A05-167_1_22.jpg,train,0,0,5.01,4.247,0,40.06
165540649_K57359_F1A05-167_1_22.jpg,train,0,1,4.9,4.233,0,40.47
165540649_K57359_F1A05-167_1_22.jpg,train,0,2,4.88,4.267,0,40.85
165540649_K57359_F1A05-167_1_22.jpg,train,0,3,3.87,3.95,0,36.18
165540649_K57359_F1A05-167_1_22.jpg,train,0,4,2.91,3.432,0,31.85
165540649_K57359_F1A05-167_1_22.jpg,train,1,0,29.86,5.16,1,55.43
165540649_K57359_F1A05-167_1_22.jpg,train,1,1,27.8,5.136,1,53.46
165540649_K57359_F1A05-167_1_22.jpg,train,1,2,20.5,4.703,1,51.43
165540649_K57359_F1A05-167_1_22.jpg,train,1,3,4.77,4.198,0,44.82
165540649_K57359_F1A05-167_1_22.jpg,train,1,4,5.08,4.028,0,36.79
165540649_K57359_F1A05-167_1_22.jpg,train,2,0,31.57,5.241,1,51.17
165540649_K57359_F1A05-167_1_22.jpg,train,2,1,31.8,5.365,1,52.59
165540649_K57359_F1A05-167_1_22.jpg,train,2,2,35.01,5.773,1,58.09
165540649_K57359_F1A05-167_1_22.jpg,train,2,3,28.68,5.631,1,55.08
165540649_K57359_F1A05-167_1_22.jpg,train,2,4,9.53,4.456,1,39.49
165540649_K57359_F1A05-167_1_22.jpg,train,3,0,3.77,3.744,0,33.83
165540649_K57359_F1A05-167_1_22.jpg,train,3,1,4.46,3.836,0,34.54
165540649_K57359_F1A05-167_1_22.jpg,train,3,2,13.8,4.316,1,37.91
165540649_K57359_F1A05-167_1_22.jpg,train,3,3,26.88,5.31,1,48.48
165540649_K57359_F1A05-167_1_22.jpg,train,3,4,30.87,4.898,1,44.94
165540649_K57359_F1A05-167_1_22.jpg,train,4,0,1.67,2.776,0,30.36
165540649_K57359_F1A05-167_1_22.jpg,train,4,1,1.69,2.521,0,31.87
165540649_K57359_F1A05-167_1_22.jpg,train,4,2,1.35,2.48,0,32.59
165540649_K57359_F1A05-167_1_22.jpg,train,4,3,2.07,2.49,0,33.88
165540649_K57359_F1A05-167_1_22.jpg,train,4,4,15.97,3.406,1,36.35
165530804_K57038_F1A05-151_1_22.jpg,train,0,0,5.12,4.298,0,39.76
165530804_K57038_F1A05-151_1_22.jpg,train,0,1,4.83,4.246,0,39.51
165530804_K57038_F1A05-151_1_22.jpg,train,0,2,4.35,4.102,0,39.07
165530804_K57038_F1A05-151_1_22.jpg,train,0,3,3.67,3.768,0,35.31
165530804_K57038_F1A05-151_1_22.jpg,train,0,4,2.48,3.208,0,30.95
165530804_K57038_F1A05-151_1_22.jpg,train,1,0,8.45,4.527,1,51.27
165530804_K57038_F1A05-151_1_22.jpg,train,1,1,20.78,4.918,1,51.72
165530804_K57038_F1A05-151_1_22.jpg,train,1,2,18.83,4.533,1,48.67
165530804_K57038_F1A05-151_1_22.jpg,train,1,3,3.94,3.934,0,42.98
165530804_K57038_F1A05-151_1_22.jpg,train,1,4,3.76,3.915,0,35.72
165530804_K57038_F1A05-151_1_22.jpg,train,2,0,10.15,4.887,1,48.14
165530804_K57038_F1A05-151_1_22.jpg,train,2,1,28.65,5.483,1,52.84
165530804_K57038_F1A05-151_1_22.jpg,train,2,2,34.62,5.843,1,58.01
165530804_K57038_F1A05-151_1_22.jpg,train,2,3,26.27,5.216,1,52.27
165530804_K57038_F1A05-151_1_22.jpg,train,2,4,7.58,4.25,0,38.48
165530804_K57038_F1A05-151_1_22.jpg,train,3,0,3.58,3.669,0,33.71
165530804_K57038_F1A05-151_1_22.jpg,train,3,1,3.8,3.678,0,34.28
165530804_K57038_F1A05-151_1_22.jpg,train,3,2,6.58,4.083,0,36.55
165530804_K57038_F1A05-151_1_22.jpg,train,3,3,19.27,5.043,1,44.58
165530804_K57038_F1A05-151_1_22.jpg,train,3,4,29.53,4.726,1,43.45
165530804_K57038_F1A05-151_1_22.jpg,train,4,0,1.64,2.757,0,30.3
165530804_K57038_F1A05-151_1_22.jpg,train,4,1,1.41,2.44,0,31.8
165530804_K57038_F1A05-151_1_22.jpg,train,4,2,4.56,2.435,0,32.71
165530804_K57038_F1A05-151_1_22.jpg,train,4,3,3.12,2.678,0,34.14
165530804_K57038_F1A05-151_1_22.jpg,train,4,4,29.25,3.641,1,40.06
183914678_K60249_F1A05-321_1_22.jpg,train,0,0,5.11,4.267,0,39.8
183914678_K60249_F1A05-321_1_22.jpg,train,0,1,4.39,4.092,0,39.93
183914678_K60249_F1A05-321_1_22.jpg,train,0,2,4.72,4.106,0,39.04
183914678_K60249_F1A05-321_1_22.jpg,train,0,3,3.61,3.792,0,35.14
183914678_K60249_F1A05-321_1_22.jpg,train,0,4,2.56,3.22,0,30.79
183914678_K60249_F1A05-321_1_22.jpg,train,1,0,32.07,5.203,1,54.76
183914678_K60249_F1A05-321_1_22.jpg,train,1,1,28.1,4.976,1,51.99
183914678_K60249_F1A05-321_1_22.jpg,train,1,2,20.97,4.728,1,49.99
183914678_K60249_F1A05-321_1_22.jpg,train,1,3,5.04,4.278,0,43.59
183914678_K60249_F1A05-321_1_22.jpg,train,1,4,4.15,3.991,0,35.96
183914678_K60249_F1A05-321_1_22.jpg,train,2,0,34.51,5.446,1,52.42
183914678_K60249_F1A05-321_1_22.jpg,train,2,1,34.27,5.496,1,52.23
183914678_K60249_F1A05-321_1_22.jpg,train,2,2,36.91,5.652,1,56.64
183914678_K60249_F1A05-321_1_22.jpg,train,2,3,31.91,5.313,1,52.71
183914678_K60249_F1A05-321_1_22.jpg,train,2,4,7.25,4.195,0,37.8
183914678_K60249_F1A05-321_1_22.jpg,train,3,0,3.37,3.615,0,33.2
183914678_K60249_F1A05-321_1_22.jpg,train,3,1,3.96,3.721,0,33.84
183914678_K60249_F1A05-321_1_22.jpg,train,3,2,13.66,4.147,1,37.07
183914678_K60249_F1A05-321_1_22.jpg,train,3,3,27.28,5.119,1,46.16
183914678_K60249_F1A05-321_1_22.jpg,train,3,4,22.84,4.574,1,40.79
183914678_K60249_F1A05-321_1_22.jpg,train,4,0,1.65,2.762,0,29.94
183914678_K60249_F1A05-321_1_22.jpg,train,4,1,1.35,2.474,0,31.43
183914678_K60249_F1A05-321_1_22.jpg,train,4,2,1.9,2.64,0,32.44
183914678_K60249_F1A05-321_1_22.jpg,train,4,3,4.54,2.719,0,33.94
183914678_K60249_F1A05-321_1_22.jpg,train,4,4,22.96,3.517,1,37.62
165434769_K55381_F1A05-059_1_22.jpg,train,0,0,4.34,3.965,0,36.32
165434769_K55381_F1A05-059_1_22.jpg,train,0,1,4.14,3.761,0,35.99
165434769_K55381_F1A05-059_1_22.jpg,train,0,2,3.65,3.452,0,36.05
165434769_K55381_F1A05-059_1_22.jpg,train,0,3,2.42,3.273,0,32.91
165434769_K55381_F1A05-059_1_22.jpg,train,0,4,2.13,2.978,0,29.81
165434769_K55381_F1A05-059_1_22.jpg,train,1,0,28.05,5.133,1,51.27
165434769_K55381_F1A05-059_1_22.jpg,train,1,1,23.42,5.034,1,48.08
165434769_K55381_F1A05-059_1_22.jpg,train,1,2,8.8,4.459,1,43.12
165434769_K55381_F1A05-059_1_22.jpg,train,1,3,8.35,4.141,1,39.32
165434769_K55381_F1A05-059_1_22.jpg,train,1,4,3.75,3.539,0,33.19
165434769_K55381_F1A05-059_1_22.jpg,train,2,0,29.69,5.209,1,49.17
165434769_K55381_F1A05-059_1_22.jpg,train,2,1,27.3,5.054,1,47.59
165434769_K55381_F1A05-059_1_22.jpg,train,2,2,32.7,5.721,1,55.59
165434769_K55381_F1A05-059_1_22.jpg,train,2,3,27.11,5.492,1,52.02
165434769_K55381_F1A05-059_1_22.jpg,train,2,4,6.06,4.051,0,35.38
165434769_K55381_F1A05-059_1_22.jpg,train,3,0,3.48,3.605,0,33.27
165434769_K55381_F1A05-059_1_22.jpg,train,3,1,3.94,3.673,0,34.07
165434769_K55381_F1A05-059_1_22.jpg,train,3,2,25.42,4.556,1,42.86
165434769_K55381_F1A05-059_1_22.jpg,train,3,3,33.3,5.467,1,52.43
165434769_K55381_F1A05-059_1_22.jpg,train,3,4,37.35,4.341,1,43.56
165434769_K55381_F1A05-059_1_22.jpg,train,4,0,1.65,2.766,0,30.01
165434769_K55381_F1A05-059_1_22.jpg,train,4,1,1.37,2.467,0,31.52
165434769_K55381_F1A05-059_1_22.jpg,train,4,2,2.03,2.692,0,32.66
165434769_K55381_F1A05-059_1_22.jpg,train,4,3,10.85,2.914,0,35.0
165434769_K55381_F1A05-059_1_22.jpg,train,4,4,17.86,3.788,1,36.67
165537094_K57240_F1A05-161_1_22.jpg,train,0,0,5.06,4.132,0,37.55
165537094_K57240_F1A05-161_1_22.jpg,train,0,1,3.75,3.825,0,37.77
165537094_K57240_F1A05-161_1_22.jpg,train,0,2,3.81,3.877,0,37.7
165537094_K57240_F1A05-161_1_22.jpg,train,0,3,3.41,3.64,0,34.15
165537094_K57240_F1A05-161_1_22.jpg,train,0,4,2.16,3.02,0,30.41
165537094_K57240_F1A05-161_1_22.jpg,train,1,0,29.66,4.968,1,51.47
165537094_K57240_F1A05-161_1_22.jpg,train,1,1,25.56,4.628,1,48.41
